"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","pObligation","pObligationLS","LengthSingleScore","JointScore","AddressCat","pObligationA"
"100988",2014-09-30,"Other","DLA","Defense","7435","OFFICE INFORMATION SYSTEM EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",6386.1199,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,6.2520721225812e-06,6.3861199e-06,3.8052370681996,TRUE,2.08228770060335e-09,3.62414842618495e-09,0,2,"No history [0-3]",2.94514131913842e-09
"101493",2014-09-30,"Other","DLA","Defense","7630","NEWSPAPERS AND PERIODICALS",0,0,0,0,2,"Not PBL","Not PBL",134817.0498,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000131987174043385,0.0001348170498,5.12974481924544,TRUE,4.39590688909818e-08,7.65092116193383e-08,0,2,"No history [0-3]",6.21747273943795e-08
"101494",2014-09-30,"Other","DLA","Defense","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0,0,0,0,2,"Not PBL","Not PBL",37679958.5058,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0368890377636237,0.0376799585058,7.57611041586415,TRUE,1.22861010103916e-05,2.13835262187152e-05,0,2,"No history [0-3]",1.73771874685367e-05
"101497",2014-09-30,"Other","DLA","Defense","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",0,0,0,0,2,"Not PBL","Not PBL",12161725.7131,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0119064451472876,0.0121617257131,7.08499520441867,TRUE,3.96550836298887e-06,6.90182768144149e-06,0,2,"No history [0-3]",5.60872665570826e-06
"101498",2014-09-30,"Other","DLA","Defense","9930","MEMORIALS-CEMETERY & MORTUARY EQ",0,0,0,0,2,"Not PBL","Not PBL",31449.6001,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,3.07894576253629e-05,3.14496001e-05,4.49761512750887,TRUE,1.02546016207939e-08,1.78477730595946e-08,0,2,"No history [0-3]",1.45038800046472e-08
"102558",2013-09-30,"Other","DLA","Defense","3431","ELECTRIC ARC WELDING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",1264538.9806,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0012645389806,0.00128418704234792,6.10193222142147,TRUE,4.1872794833609e-07,7.28781250795546e-07,0,2,"No history [0-3]",5.92239478610639e-07
"102559",2013-09-30,"Other","DLA","Defense","3443","MECHANICAL PRESSES, POWER DRIVEN",0,0,0,0,2,"Not PBL","Not PBL",80254,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,8.0254e-05,8.15009647608409e-05,4.90446668761442,TRUE,2.65745803658973e-08,4.62521214439704e-08,0,2,"No history [0-3]",3.7586494244619e-08
"102560",2013-09-30,"Other","DLA","Defense","3611","INDUSTRIAL MARKING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",10296.1099,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,1.02961099e-05,1.04560880471209e-05,4.01267316955181,TRUE,3.4093602810285e-09,5.93387152659389e-09,0,2,"No history [0-3]",4.8221232025608e-09
"102561",2013-09-30,"Other","DLA","Defense","3690","SPECIAL AMMUNITION & ORDNANCE MACH",0,0,0,0,2,"Not PBL","Not PBL",4005,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,4.005e-06,4.0672285975424e-06,3.60260252042026,TRUE,1.32617931025767e-09,2.30816839513422e-09,0,2,"No history [0-3]",1.87571846200437e-09
"102562",2013-09-30,"Other","DLA","Defense","3695","MISC SPECIAL INDUSTRY MACHINE",0,0,0,0,2,"Not PBL","Not PBL",1482414.7537,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0014824147537,0.00150544810977963,6.17096972863856,TRUE,4.90873352204158e-07,8.54347786010241e-07,0,2,"No history [0-3]",6.94280330053123e-07
"102563",2013-09-30,"Other","DLA","Defense","3825","ROAD CLEARING & CLEANING EQ",0,0,0,0,2,"Not PBL","Not PBL",266584.5374,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0002665845374,0.000270726655224942,5.4258349555932,TRUE,8.82743815067393e-08,1.53638452898416e-07,0,2,"No history [0-3]",1.24853317974051e-07
"102564",2013-09-30,"Other","DLA","Defense","3910","CONVEYORS",0,0,0,0,2,"Not PBL","Not PBL",837379.4533,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0008373794533,0.000850390426830507,5.92292230044355,TRUE,2.77282223670745e-07,4.82599947276362e-07,0,2,"No history [0-3]",3.92181797817213e-07
"102565",2013-09-30,"Other","DLA","Defense","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP",0,0,0,0,2,"Not PBL","Not PBL",1235263.1525,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0012352631525,0.00125445633441657,6.09175948674908,TRUE,4.09033816621513e-07,7.11908955873748e-07,0,2,"No history [0-3]",5.78528314751055e-07
"102566",2013-09-30,"Other","DLA","Defense","4420","HEAT EXCHANGERS & STEAM CONDENSERS",0,0,0,0,2,"Not PBL","Not PBL",5526392.9279,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0055263929279,0.00561226051376054,6.74244176012304,TRUE,1.82995954090768e-06,3.18498014863222e-06,0,2,"No history [0-3]",2.58825399329649e-06
"102567",2013-09-30,"Other","DLA","Defense","4720","HOSE AND FLEXIBLE TUBING",0,0,0,0,2,"Not PBL","Not PBL",52268186.4154,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0522681864154,0.0530803152385498,7.71823743134993,TRUE,1.73076123367776e-05,3.0123289876407e-05,0,2,"No history [0-3]",2.44795011822352e-05
"102709",2013-09-30,"Other","DLA","Defense","4930","LUBRICATION & FUEL DISPENSING EQ",0,0,0,0,2,"Not PBL","Not PBL",5567169.231,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.005567169231,0.00565367038793541,6.74563442320606,TRUE,1.84346183541955e-06,3.20848041681844e-06,0,2,"No history [0-3]",2.60735133775016e-06
"102711",2013-09-30,"Other","DLA","Defense","5120","HAND TOOLS, NONEDGED, NONPOWERED",0,0,0,0,2,"Not PBL","Not PBL",4419922.1279,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0044199221279,0.00448859767228597,6.64541461782845,TRUE,1.46357285367566e-06,2.54729701986845e-06,0,2,"No history [0-3]",2.07004482794599e-06
"102712",2013-09-30,"Other","DLA","Defense","5133","DRILL BITS, COUNTERBORES, AND COUNTERSINKS: HAND AND MACHINE",0,0,0,0,2,"Not PBL","Not PBL",108792.8789,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001087928789,0.000110483272976541,5.03660046929921,TRUE,3.6024685418364e-08,6.26996965524705e-08,0,2,"No history [0-3]",5.09525122315446e-08
"102713",2013-09-30,"Other","DLA","Defense","5140","TOOL AND HARDWARE BOXES",0,0,0,0,2,"Not PBL","Not PBL",211785.7716,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0002117857716,0.000215076441149589,5.32589677955251,TRUE,7.01288161055869e-08,1.22056735217537e-07,0,2,"No history [0-3]",9.91886346516758e-08
"102714",2013-09-30,"Other","DLA","Defense","5220","GAGES & PRECISION LAYOUT TOOL",0,0,0,0,2,"Not PBL","Not PBL",678681.4294,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0006786814294,0.000689226596323753,5.83166596585649,TRUE,2.24732401979121e-07,3.91138832885292e-07,0,2,"No history [0-3]",3.17856501109887e-07
"102715",2013-09-30,"Other","DLA","Defense","5411","RIGID WALL SHELTERS",0,0,0,0,2,"Not PBL","Not PBL",818391.0857,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0008183910857,0.00083110702315426,5.91296089019044,TRUE,2.7099458815347e-07,4.71656539044275e-07,0,2,"No history [0-3]",3.83288706263994e-07
"102716",2013-09-30,"Other","DLA","Defense","5520","MILLWORK",0,0,0,0,2,"Not PBL","Not PBL",74558.4609,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,7.45584609e-05,7.57169299278968e-05,4.87249693435751,TRUE,2.46886112984357e-08,4.29696586864495e-08,0,2,"No history [0-3]",3.49190216251589e-08
"102717",2013-09-30,"Other","DLA","Defense","5610","MINERAL CONSTRUCTION MATERIALS, BULK",0,0,0,0,2,"Not PBL","Not PBL",152535.2718,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001525352718,0.000154905323245659,5.18337028025255,TRUE,5.05091439564768e-08,8.79093866446861e-08,0,2,"No history [0-3]",7.14390075960337e-08
"102718",2013-09-30,"Other","DLA","Defense","5675","NONWOOD CONSTRUCT MATERIAL",0,0,0,0,2,"Not PBL","Not PBL",359109.4587,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0003591094587,0.000364689203513761,5.55522684429933,TRUE,1.18912243257371e-07,2.06962572525617e-07,0,2,"No history [0-3]",1.68186826857425e-07
"102898",2014-09-30,"Other","DLA","Defense","3120","BEARINGS, PLAIN, UNMOUNTED",0,0,0,0,2,"Official PBL","All PBL",9400.7998,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,9.20347241829063e-06,9.4007998e-06,3.97316480401995,TRUE,3.0652681293025e-09,5.33499125189456e-09,0,2,"No history [0-3]",4.33544693138759e-09
"102899",2014-09-30,"Other","DLA","Defense","3220","WOODWORKING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",249652.6781,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000244412346388415,0.0002496526781,5.39733622922475,TRUE,8.14029033545577e-08,1.41678887117195e-07,0,2,"No history [0-3]",1.15134452409181e-07
"102900",2014-09-30,"Other","DLA","Defense","3605","FOOD PRODUCTS MACHINE & EQ",0,0,0,0,2,"Not PBL","Not PBL",29155.8594,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,2.85438636635427e-05,2.91558594e-05,4.46472584723801,TRUE,9.50669395185340e-09,1.65460660954048e-08,0,2,"No history [0-3]",1.34460560651124e-08
"102901",2014-09-30,"Other","DLA","Defense","3615","PULP AND PAPER INDUSTRIES MACHINERY",0,0,0,0,2,"Not PBL","Not PBL",509818.4829,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000499117143809926,0.0005098184829,5.70741557628031,TRUE,1.66233765276303e-07,2.89324015423204e-07,0,2,"No history [0-3]",2.35117333022397e-07
"102902",2014-09-30,"Other","DLA","Defense","3694","CLEAN WORK STATIONS ENVIRONMENT EQ",0,0,0,0,2,"Not PBL","Not PBL",267473.9536,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000261859544606912,0.0002674739536,5.42728149716643,TRUE,8.72137906169021e-08,1.51792531797736e-07,0,2,"No history [0-3]",1.23353241855148e-07
"103020",2013-09-30,"Other","DLA","Defense","6650","OPTICAL INSTRUMENTS",0,0,0,0,2,"Not PBL","Not PBL",11221944.9284,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0112219449284,0.011396308447649,7.05006813307616,TRUE,3.7159328801236e-06,6.46745034099116e-06,0,2,"No history [0-3]",5.25573265463077e-06
"103021",2013-09-30,"Other","DLA","Defense","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0,0,0,0,2,"Not PBL","Not PBL",34675449.6965,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0346754496965,0.0352142273753428,7.54002210202916,TRUE,1.14821133486589e-05,1.99842140016299e-05,0,2,"No history [0-3]",1.62400452369611e-05
"103211",2014-09-30,"Other","DLA","Defense","3417","MILLING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",4184873.6145,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00409703107230121,0.0041848736145,6.62168234659354,TRUE,1.36453918694086e-06,2.37493240986175e-06,0,2,"No history [0-3]",1.92997381672024e-06
"103212",2014-09-30,"Other","DLA","Defense","3418","PLANERS AND SHAPERS",0,0,0,0,2,"Not PBL","Not PBL",-6885.7402,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,-6.74120514833376e-06,-6.8857402e-06,NA,TRUE,-2.24519619934008e-09,-3.90768493227765e-09,0,2,"No history [0-3]",-3.17555546927211e-09
"103213",2014-09-30,"Other","DLA","Defense","3431","ELECTRIC ARC WELDING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",940454.8319,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000920714225404503,0.0009404548319,5.97333794212176,TRUE,3.06649038869183e-07,5.33711855132631e-07,0,2,"No history [0-3]",4.33717566782933e-07
"103214",2014-09-30,"Other","DLA","Defense","3432","ELECTRIC RESISTANCE WELDING EQ",0,0,0,0,2,"Not PBL","Not PBL",41039.2795,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,4.01778449685494e-05,4.10392795e-05,4.61319972754428,TRUE,1.33814567033847e-08,2.32899542352296e-08,0,2,"No history [0-3]",1.89264341502765e-08
"103215",2014-09-30,"Other","DLA","Defense","3443","MECHANICAL PRESSES, POWER DRIVEN",0,0,0,0,2,"Not PBL","Not PBL",6566.75,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,6.42891070851333e-06,6.56675e-06,3.81735048275825,TRUE,2.14118478388373e-09,3.72665672588609e-09,0,2,"No history [0-3]",3.02844404118567e-09
"103216",2014-09-30,"Other","DLA","Defense","3445","PUNCHING AND SHEARING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",592316.6099,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000579883594809674,0.0005923166099,5.77255391141314,TRUE,1.93133484959755e-07,3.36142030401322e-07,0,2,"No history [0-3]",2.73163697071908e-07
"103217",2014-09-30,"Other","DLA","Defense","3448","RIVETING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",180186.6016,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000176404396780274,0.0001801866016,5.25572249437045,TRUE,5.87524741471259e-08,1.02256612596368e-07,0,2,"No history [0-3]",8.30981901118538e-08
"103218",2014-09-30,"Other","DLA","Defense","3465","PRODUCTION JIGS FIXTURES & TEMPLATE",0,0,0,0,2,"Not PBL","Not PBL",23148.6996,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,2.26627970832753e-05,2.31486996e-05,4.36452659913769,TRUE,7.54797172881795e-09,1.3136979032224e-08,0,2,"No history [0-3]",1.06756830037411e-08
"103219",2014-09-30,"Other","DLA","Defense","3510","LAUNDRY AND DRY CLEANING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",3347642.1231,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00327737347903726,0.0033476421231,6.52473902391193,TRUE,1.09154762643163e-06,1.89980021074507e-06,0,2,"No history [0-3]",1.54386063725958e-06
"103220",2014-09-30,"Other","DLA","Defense","3540","WRAPPING AND PACKAGING MACHINERY",0,0,0,0,2,"Not PBL","Not PBL",190612.4111,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000186611363444068,0.0001906124111,5.28015117487923,TRUE,6.21519616654676e-08,1.08173300927122e-07,0,2,"No history [0-3]",8.79063494988888e-08
"103221",2014-09-30,"Other","DLA","Defense","3611","INDUSTRIAL MARKING MACHINES",0,0,0,0,2,"Not PBL","Not PBL",264006.7129,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000258465082983548,0.0002640067129,5.42161496981817,TRUE,8.60832461270247e-08,1.49824858919231e-07,0,2,"No history [0-3]",1.21754224923291e-07
"103222",2014-09-30,"Other","DLA","Defense","3620","RUBBER & PLASTIC WORKING MACHINE",0,0,0,0,2,"Not PBL","Not PBL",-136000,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,-0.000133145293540612,-0.000136,NA,TRUE,-4.4344787087705e-08,-7.71805405597149e-08,0,2,"No history [0-3]",-6.27202786159441e-08
"103223",2014-09-30,"Other","DLA","Defense","3820","MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",454659.2569,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000445115736918434,0.0004546592569,5.65768603778482,TRUE,1.48248293710917e-07,2.5802093542662e-07,0,2,"No history [0-3]",2.09679082853574e-07
"103224",2014-09-30,"Other","DLA","Defense","3825","ROAD CLEARING & CLEANING EQ",0,0,0,0,2,"Not PBL","Not PBL",82925.0898,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,8.11844516419309e-05,8.29250898e-05,4.91868595049147,TRUE,2.70389371427192e-08,4.70603180641684e-08,0,2,"No history [0-3]",3.82432701213837e-08
"103225",2014-09-30,"Other","DLA","Defense","4235","HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL",0,0,0,0,2,"Not PBL","Not PBL",4848975.5225,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0047471931567243,0.0048489755225,6.68564999181402,TRUE,1.58107931719673e-06,2.75181288226012e-06,0,2,"No history [0-3]",2.23624335127274e-06
"103226",2014-09-30,"Other","DLA","Defense","4330","CENTRIFUGALS SEPARATORS & FILTERS",0,0,0,0,2,"Not PBL","Not PBL",26686359.415,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0261261996900033,0.026686359415,7.42628933085689,TRUE,8.70147740003049e-06,1.51446150383863e-05,0,2,"No history [0-3]",1.23071757187796e-05
"103227",2014-09-30,"Other","DLA","Defense","4410","INDUSTRIAL BOILERS",0,0,0,0,2,"Not PBL","Not PBL",1708855.7735,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00167298605574432,0.0017088557735,6.23270541004884,TRUE,5.57197392937154e-07,9.69782443656763e-07,0,2,"No history [0-3]",7.88087575208711e-07
"103391",2013-09-30,"Other","DLA","Defense","6760","PHOTOGRAPHIC EQ & ACCESSORIES",0,0,0,0,2,"Not PBL","Not PBL",225015.981,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.000225015981,0.000228512217934396,5.35221336350535,TRUE,7.45097474355885e-08,1.29681591946148e-07,0,2,"No history [0-3]",1.05384926294064e-07
"103392",2013-09-30,"Other","DLA","Defense","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",0,0,0,0,2,"Not PBL","Not PBL",1147354.5114,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0011473545114,0.0011651817928303,6.05969762762801,TRUE,3.79924547952428e-07,6.61245298683681e-07,0,2,"No history [0-3]",5.37356813856926e-07
"103393",2013-09-30,"Other","DLA","Defense","7210","HOUSEHOLD FURNISHINGS",0,0,0,0,2,"Not PBL","Not PBL",3168801.2305,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0031688012305,0.00321803719965472,6.50089499804028,TRUE,1.04928804749267e-06,1.82624890154869e-06,0,2,"No history [0-3]",1.48408963057953e-06
"103394",2013-09-30,"Other","DLA","Defense","7290","MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",0,0,0,0,2,"Not PBL","Not PBL",8569.25,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,8.56925e-06,8.70239666903625e-06,3.93294281315833,TRUE,2.83754358412622e-09,4.93864469912707e-09,0,2,"No history [0-3]",4.01335840962072e-09
